timesteps,curriculum_stage,mean_reward,std_reward,mean_episode_length,std_episode_length,success_rate,collision_rate,safety_violation_rate,timeout_rate,mean_path_length,mean_final_goal_dist,mean_min_collision_clearance,mean_min_safety_clearance,success_mean_reward,success_mean_episode_length
3125000,4,126.26970291137695,72.21824894714898,89.625,26.678350305069465,0.125,0.875,0.875,0.0,22.251621230039746,6.1821166798472404,0.021643929183483124,-0.22835608571767807,317.1396257132292,160.0
3150000,4,151.77701113000512,88.67922608947671,99.875,34.48346524060481,0.25,0.75,0.75,0.0,23.842913180822507,5.365330658853054,0.06813570857048035,-0.18186429142951965,305.1850822083652,159.5
3175000,4,151.62368272198364,89.95239320107619,99.0,35.26329536501091,0.25,0.75,0.75,0.0,24.916433081263676,5.447594180703163,0.10300245881080627,-0.1469975709915161,307.3212907090783,160.0
3200000,4,156.3376832124777,92.58999039793308,100.75,34.86312521848837,0.25,0.75,0.75,0.0,18.342475920449942,5.321600466966629,0.11291972547769547,-0.13708031922578812,316.49950449727476,161.0
3225000,4,128.34205502271652,71.67692301359236,90.0,26.939747586048387,0.125,0.875,0.875,0.0,17.575148043688387,6.168461874127388,0.03396344929933548,-0.2160365805029869,317.54550279676914,161.0
3250000,4,98.50721192732453,3.217600449657896,78.5,1.5811388300841898,0.0,1.0,1.0,0.0,20.794531213119626,7.074187099933624,-0.054005928337574005,-0.3040059879422188,nan,nan
3275000,4,174.03748131921748,100.92957790953935,107.875,39.34602108218822,0.375,0.625,0.625,0.0,22.50341193098575,4.715509623289108,0.14516418427228928,-0.10483584553003311,304.2894072062336,158.66666666666666
3300000,4,179.81811178516364,104.06695473647575,110.0,39.04804732633887,0.375,0.625,0.625,0.0,22.418254046468064,4.584520176053047,0.17471893876791,-0.07528107613325119,313.9941393942572,160.33333333333334
3325000,4,180.8363285085652,106.0917227280579,110.125,39.97323323175147,0.375,0.625,0.625,0.0,23.9539170213975,4.611552007496357,0.1803731471300125,-0.06962686777114868,317.7360839166989,161.66666666666666
3350000,4,155.53818541485816,96.37118270222143,101.25,36.82645109157275,0.25,0.75,0.75,0.0,24.626270312117413,5.367430195212364,0.11856000125408173,-0.13144002854824066,322.32000952214,165.0
3375000,4,154.87251274473965,96.0356571904282,100.0,36.40054944640259,0.25,0.75,0.75,0.0,24.54051664005965,5.430044241249561,0.13524172455072403,-0.11475832015275955,321.03203170746565,163.0
